Text Label
ትካል O
ክትውንን O
ኣድላዪ O
ኣይኮነን O
። O

ነዚ O
ሓቂ O
ዝኾነ O
ተራ O
ሰብ O
ክርድኦ O
ኣየጸግሞን O
እዩ O
። O

ብዘይካቶም O
ኣህጉራዊ O
ማዕከን O
ገንዘብ O
ዝኽተሎም O
ቅድታት O
ካልኦት O
ኣማራጺታት O
እውን O
ኣይተሳእኑን O
። O

እዞም O
መተካእታ O
ፕሮግራማት O
ኣህጉራዊ O
ማዕከን O
ገንዘብ O
ክኾኑ O
ዝኽእሉ O
ኣማራጺታት O
ምኽኑይን O
መጠኑ O
ዝሓለወን O
ዋጋ O
ክትከፍል O
ጥራይ O
እዮም O
ዝሓቱ O
። O

ኣብ O
ዕዳጋ O
ዝተሰረቱ O
ፕሮግራማት O
እውን O
ኣይኮኑን O
። O

ነዞም O
ፕሮግራማት O
ብምኽታል O
እወታዊ O
ፍረ O
ክርከብ O
ተኻኢሉ O
እዩ O
። O

ኣብ O
ደቡባዊ B-LOC
ኣፍሪቃ I-LOC
እትርከብ O
ቦትስዋና B-PER
ናይዚ O
ህያው O
ኣብነት O
እያ O
። O

ቦትስዋና B-LOC
1. O
5 O
ሚልዮን O
ህዝቢ O
ጥራይ O
ዘለዋ O
ንእሽቶ O
ሃገር O
እያ O
። O

ካብ O
እዋን B-DATE
ናጽነታ O
ኣትሒዛ O
ድማ O
ርጉእ O
ፖለቲካዊ O
ሃዋሁ O
ከተስተማቕር O
ዝጸንሐት O
እያ O
። O

ቦትስዋና B-PER
፡ O
ኣብ O
1966 B-DATE
ናጽነታ O
ክትረክብ O
ከላ O
፡ O
ከም O
መብዛሕትአን O
ሃገራት O
ኣፍሪቃ B-LOC
ድኻ O
እያ O
ነይራ O
። O

ዓመታዊ B-DATE
እቶት O
ሓደ O
ዜጋ O
100 O
ዶላር O
ጥራይ O
እዩ O
ነይሩ O
። O

ዝበዝሐ O
ክፋል O
ናይ O
ህዝባ O
ኣብ O
ሕርሻ O
ዝምርኮስ O
መነባብሮ O
እዩ O
ዝመርሕ O
ነይሩ O
። O

ርኡይ O
ጸገም O
ማይን O
ከርፋሕ O
ትሕተ-ቅርጽን O
ነበራ O
። O

እዚ O
ግና O
ሓሊኹ O
ኣይሓዛን O
። O

እታ O
ሃገር O
ሎሚ B-DATE
ዕዉት O
ናይ O
ልምዓት O
ታሪኽ O
እዩ O
ዘለዋ O
። O

ምናልባት O
ካብ O
ከርሲ O
መሬታ O
ዝረኸበቶ O
ኣልማዝ O
ሓጊዝዋ O
ክበሃል O
ይከኣል O
ይኸውን O
። O

እቲ O
ሓቂ O
ግን O
ንሱ O
ኣይኮነን O
። O

ይኹን O
እምበር O
እዘን O
ሃገራት O
ጸጋታተን O
ተጠቒመን O
ቊጠባዊ O
ምዕባለ O
ከመዝግባ O
ኣይተራእያን O
። O

ብኣንጻሩ O
እቲ O
ካብ O
ባህርያዊ O
ጻጋታት O
ዝርከብ O
ሃብቲ O
ብልሽውና O
ኣጓሃሂሩ O
፡ O
ጸጋታት O
ናይዘን O
ሃገራት O
ክቆጻጸሩ O
ዝደልዩ O
ናይ O
ግዳም O
ጓሓላሉ O
እዩ O
ፈጢሩ O
። O

ቦትስዋና B-PER
፡ O
ነዚ O
ደረጃ O
ክትበጽሕን O
ናይ O
መጻኢ O
መደባታ O
ክትስእልን O
ተራ O
ኣማኸርቲ O
እውን O
ቀሊል O
ኣይነበረን O
። O

እዞም O
ኣማኸርቲ O
ካብ O
ኣህጉራዊ O
ማዕከን O
ገንዘብ O
ዝፈልዮም O
ነጥቢ O
ሓደ O
እዩ O
። O

ንሳቶም O
ግና O
ንቦትስዋና B-LOC
የስርሕ O
እዩ O
ኢሎም O
ዝሓንጸጽዎ O
ፖሊሲን O
መደባትን O
ሰፊሕ O
ሰረትን O
ደገፍን O
ክርከብ O
ብኽፉት O
ዘትዮምን O
ገሊጾምን O
እዮም O
። O

ኣብ O
ዓረዛን B-LOC
ዓዲ-ዃላን I-LOC
ወፈራ O
ማእቶት O
ተኻዪዱ O
። O

ብዘይካ O
እዚ O
፡ O
ተቐማጦ O
ላዕላይ O
ሓጺና O
ካብ O
መስመር O
መንደፈራ O
ዓረዛ O
ናብ O
ዓዶም O
ዝኣቱ O
ሰለስተ O
ኪሎሜተር O
ጽርግያ O
ንምጽጋንን O
ዲጋ O
ንምስራሕን O
ብዝወሰድዎ O
ተበግሶ O
፡ O
ኣብ O
ውሽጥን O
ወጻእን O
ዝነብሩ O
ደቂ O
ዓዲ O
1. O
4 O
ሚልዮን O
ናቕፋ O
ብምውጻእን O
ብጉልበት O
ብምስታፍን O
፡ O
ምስ O
ኩባንያ O
ብድሆ O
ሓፈሻዊ O
ህንጸት O
ብምትሕብባር O
ኣብ O
ሓያል O
ስራሕ O
ተጸሚዶም O
ከም O
ዘለዉ O
፡ O
ኣቦ-መንበር O
ልምዓት O
ሓጺና O
ኣቶ O
መድሃነ O
ተኽለ B-PER
ኣብሪሁ I-PER
። O

መንእሰያት O
ፍስሃ B-PER
ገብርሂወትን I-PER
ከሊፋ B-PER
ብርሃኑን I-PER
ኣብ O
ዝሃብዎ O
ሓበሬታ O
፡ O
ናብተን O
ዓድታት O
ዝኣቱ O
ጽርግያታት O
ካብ O
ኣልግሎት O
ወጻኢ O
ኮይኑ O
ብምጽንሑ O
፡ O
ነበርቲ O
ማሕበራዊ O
ኣገልግሎት O
ንምርካብ O
ክጽገሙ O
ከም O
ዝጸንሑ O
፡ O
ብፍላይ O
ኣዴታት O
ኣብ O
ግዜ B-DATE
ሕርስን O
ጥንስን O
ናብ O
ሕክምና O
ንምኻድ O
ይሽገራ O
ከም O
ዝነበራ O
ብምጥቃስ O
፡ O
ኣብዚ O
እዋን B-DATE
እዚ O
ግን O
መስተርሆት O
ከም O
ዝረኸቡ O
ኣረዲኦም O
። O

ኣስራሒየይ O
ካብ O
ዓመታዊ B-DATE
ዕረፍተይ I-DATE
ናብ O
ስራሕ O
ክጽውዓኒ O
ይኽእል O
ድዩ O
ኣብ O
ሓደ O
ናይ O
ብሕቲ O
ትካል O
እየ O
ዝሰርሕ O
። O

ብፍሉይ O
ክእለተይ O
ተምስጺረ O
ድማ O
እየ O
ዝሰርሕ O
። O

ብዝግባእ O
ዓመታዊ O
ዕረፍቲ O
ክወሃበኒ O
ሓቲተ O
ተፈቒዱኒ O
። O

እንተዀነ O
ግን O
፡ O
ኣስራሒየይ O
ገና O
ዓመታዊ B-DATE
ዕረፍተይ O
ከይወዳእኩ O
፡ O
ብቕልጡፍ O
ኣብ O
ስራሕ O
ክርከብ O
ብተደጋጋሚ O
ይሓተኒ O
ኣሎ O
። O

ካብዚ O
ሓሊፉ O
እውን O
ይግደድ O
ምዃነይ O
ገሊጹለይ O
። O

ክሓቶ O
ደልየ O
ዘለኹ O
፡ O
ናይ O
ብሕቲ O
ኣስራሒ O
ካብ O
ዓመታዊ B-DATE
ዕረፍተይ O
ናብ O
ስራሕ O
ክጽውዓኒ O
ይኽእል O
ድዩ O
ዝኸበርካ O
ደሞዝ O
፡ O
ቀንዲ O
ናይ O
ሕቶኻ O
ነጥቢ O
ሓፈሻዊ O
ምስ O
ውዕል O
ስራሕ O
ብፍሉይ O
ድማ O
ምስ O
ዓመታዊ B-DATE
ዕረፍቲ I-DATE
ዝተኣሳሰር O
እዩ O
። O

ከም O
መትከል O
፡ O
ኣብ O
ዕረፍቲ O
ዝርከብ O
ሰራሕተኛ O
ኣቐዲሙ O
ክፍለጥ O
ብዘይከኣል O
ኩነታት O
ህላወኡ O
ኣብ O
ስራሕ O
ምስ O
ዝጥለብ O
ጥራይ O
እዩ O
ካብ O
ዕረፍቲ O
ክጽዋዕ O
ዝኽእል O
። O

ስለዚ O
ዓንደብርሃን O
፡ O
ንስኻ O
እውን O
ካብ O
ዓመታዊ O
ዕረፍትኻ O
ክትጽዋዕ O
ተኽእሎ O
ከም O
ዘሎ O
ምፍላጥ O
ከድልየካ O
እዩ O
። O

ህላወኻ O
ኣብ O
ስራሕ O
ተጠሊቡ O
ካብ O
ዕረፍትኻ O
እንተ O
ደኣ O
ተጸዊዕካ O
ግን O
፡ O
ዝተረፈ O
ናይ O
ዕረፍቲ O
ግዜኻ O
ክትቅጽሎ O
ወይ O
ብገንዘብ O
ተሓሲቡ O
ንክኽፈለካ O
መሰልካ O
ዝተሓለወ O
እዩ O
። O

ስለዚ O
፡ O
ክቡር O
ሓታቲ O
ንዘቕረብካዮ O
፡ O
ናይ O
ብሕቲ O
ኣስራሒ O
ካብ O
ዓመታዊ B-DATE
ዕረፍተይ I-DATE
ናብ O
ስራሕ O
ክጽውዓኒ O
ይኽእል O
ድዩ O
ዝብል O
ሕቶኻ O
ብግቡእ O
መብርሂ O
ሂብናካ O
ክንከውን O
ንትስፎ O
። O

ከውርሶም O
ንዘይደለኹ O
ደቀይ O
መሰሎም O
ብለበዋ O
ክቕንጥጦ O
እኽእል O
ዶ O
ሓሙሽተ O
ደቂ O
ኣለዉኒ O
፡ O
ብስመይ O
ዝተመርሐ O
ኣብ O
ዋንነተይ O
ዝርከብ O
ሓደ O
መንበሪ O
ቤት O
ድማ O
ኣሎኒ O
፡ O
እዚ O
ኣብ O
ዋንነተይ O
ዝርከብ O
ንብረት O
እዚ O
ነቶም O
ክልተ O
ደቀይ O
ጥራይ O
እየ O
ከውርሶም O
ዝደሊ O
። O

ክሓቶ O
ደልየ O
ዘለኹ O
፡ O
እዞም O
ከውርሶም O
ዝደሊ O
ክልተ O
ደቀይ O
ድሕሪ B-DATE
ሞተይ O
ምስ O
ኣሕዋቶም O
ኣብ O
ዘይተደልየ O
ክርክርን O
ዋጢጥን O
ከይኣትዉ O
ምእንቲ O
፡ O
ብለበዋ O
ኣቢለ O
ንብረተይ O
ድሕሪ B-DATE
ሞተይ O
ነቶም O
ክልተ O
ደቀይ O
ጥራይ O
ከም O
ዝምልከቶም O
ከረጋግጽ O
ስለ O
ዝደለኹ O
፡ O
ሕጊ O
ኤርትራ B-LOC
ይፈቕደለይ O
ዶ O
ዝኸበርኩም O
ኣቶ O
ግርማይ B-PER
፡ O
ምስዚ O
ኣልዒልኩሞ O
ዘለኹም O
ሕቶ O
ብምትእስሳር O
ፈለማ O
ክጥቀስ O
ዘለዎ O
ነጥቢ O
፡ O
ዝዀነ O
ሰብ O
ቅድሚ B-DATE
ምሟቱ O
ንብረቱ O
ብዝደለዮ O
ኣገባብን O
መልክዕን O
ናብ O
ዝደለዮ O
ሰብ O
ከመሓላልፍ O
ወይ O
ከውርስ O
ምእንቲ O
ለበዋ O
ክገድፍ O
ሕጊ O
ዝህቦ O
መሰል O
ኣለዎ O
። O

እዚ O
ማለት O
፡ O
ለበዋ O
መግለጺ O
ድሌት O
ናይቲ O
ዝላቦ O
ሰብ O
ስለ O
ዝዀነ O
፡ O
ተላባዊ O
ሃብቱ O
ንመንን O
ብኸመይን O
ከማሓላልፎ O
ከም O
ዝደሊ O
ኣብ O
ለበዋኡ O
ከስፍር O
ሕጊ O
የፍቅደሉ O
እዩ O
። O

ስለዚ O
፡ O
ንስኹም O
ሓታቲ O
እውን O
፡ O
ሕጊ O
ብዝህበኩም O
መሰል O
ተጠቒምኩም O
ንብረትኩም O
ናብ O
ዝደለኹሞ O
ሰብ O
ከተመሓላልፉዎ O
ሕጋዊ O
ደገፍ O
ኣለኩም O
። O

ኣብዚ O
ክፍለጥ O
ዘለዎ O
፡ O
ብኸመይ O
ዓይነት O
ለበዋ O
ኢኹም O
ነዚ O
ክትገብርዎ O
ትኽእሉ O
ግን O
ምስትውዓል O
ዘድልዮ O
ጉዳይ O
ምዃኑ O
እዩ O
። O

ንሳቶም O
ከኣ O
ህዝባዊ O
ለበዋ O
፡ O
ተላባዊ O
ባዕሉ O
ዘዳልዎ O
ናይ O
ጽሑፍ O
ለበዋን O
ናይ O
ቃል O
ለበዋን O
እዮም O
። O

ህዝባዊ O
ለበዋ O
ማለት O
ባዕልኹም O
ወይ O
ንስኹም O
እናነገርኩምዎ O
ብዝጽሕፍ O
ካልእ O
ሰብ O
ዝፍጠር O
ኰይኑ O
ንስኹም O
ካልኦት O
ኣርባዕተ O
መሰኻኽርን O
ኣብ O
ዘለውሉ O
እንተ O
ዘይተነቢቡ O
፡ O
ብኸምዚ O
ኣገባብ O
ከም O
ዝተነበበን O
ዝተጻሕፈሉ O
ዕለት B-DATE
፡ I-DATE
ወርሕን I-DATE
ዓመትን I-DATE
ኣብኡ O
እንተ O
ዘይጠቒሱን O
ተፈጻምነት O
ዘይብሉ O
ለበዋ O
ክኸውን O

እንከሎ O
፡ O
ተላባዊ O
ባዕሉ O
ዘዳልዎ O
ጽሑፋዊ O
ለበዋ O
ከኣ O
፡ O
ምሉእ O
ብምሉእ O
ብኣኹም O
ጥራይ O
ዝዳሎ O
ኰይኑ O
፡ O
ለበዋ O
ምዃኑ O
ብዘየጠራጥር O
መገዲ O
እንተ O
ዘይጠቒስኩም O
ኣብ O
ነፍሲወከፍ O
ገጽ O
ናይቲ O
ለበዋ O
ድማ O
ዕለትን O
ክታምን O
እንተ O
ዘይኣስፊርኩምሉ O
ሕጋዊ O
ተፈጻምነት O
ዘይህልዎ O
ለበዋ O
እዩ O
። O

በዚ O
መሰረት O
፡ O
ኣቐድም O
ኣቢልና O
ብለበዋ O
ንብረትኩም O
ናብ O
ዝደለኽምዎ O
ሰብ O
ከተመሓላልፉ O
ከም O
እትኽእሉ O
ጠቒስና O
ጸኒሕና O
። O

ብኸመይ O
ዓይነት O
ለበዋ O
ንዝብል O
ሕቶ O
ኸኣ O
፡ O
ብህዝባዊ O
ለበዋ O
ወይ O
ድማ O
ባዕልኹም O
ብዘዳለኹምዎ O
ጽሑፋዊ O
ለበዋ O
ጥራይ O
ኢኹም O
ነዚ O
ተግባራዊ O
ክትገብርዎ O
እትኽእሉ O
። O

ነዚ O
ኣብ O
ግምት O
ብምእታው O
እምበኣር O
፡ O
ናይቶም O
ሰለስተ O
ደቅኹም O
ናይ O
ምውራስ O
መሰል O
ብለበዋ O
ክትቅንጥጥዎ O
ሕጊ O
የፍቅድ O
ድዩ O
ናብ O
ዝብል O
ሕቶኹም O
ክንምለስ O
። O

ዝኸበርኹም O
ሓታቲ O
፡ O
ከም O
ተላባዊ O
ንሓደ O
ወይ O
ካብ O
ሓደ O
ንላዕሊ O
ናይ O
ሕጊ O
ወረስትኹም O
ናይ O
ምውራስ O
መሰሎም O
ክትቅንጥጡ O
ትኽእሉ O
ኢኹም O
። O

ኣብ O
ከምዚ O
ኩነታት O
፡ O
ናይ O
ምውራስ O
መሰሎም O
ብለበዋኹም O
ዝተቐንጠጡ O
ናይ O
ሕጊ O
ወረስትኹም O
ዝቑጸሩ O
። O

እንተዀነ O
ግን O
፡ O
ንስኹም O
ከም O
ተላባዊ O
መጠን O
ብኸምዚ O
ኣገባብ O
ናይ O
ምውራስ O
መሰል O
ደቅኹም O
ክትቅንጥጡ O
እንተ O
ደኣ O
ምስንኩም O
ብቑዕ O
ምኽንያት O
ክህልወኩም O
ሕጊ O
ውርሻ O
ኤርትራ I-ORG
ይጠልብ O
። O

ስለዚ O
፡ O
ንስኹም O
ነቲ O
ምቕንጣጥ O
ናይ O
ምውራስ O
መሰል O
ናይቶም O
ሰለስተ O
ደቅኹም O
ምኽኑይ O
ዝገብር O
ብቑዕ O
ምኽንያት O
ኣብቲ O
ለበዋኹም O
ዘስፈርኩምሉ O
መሳርሒ O
( O
ሰነድ O
) O
እንተ O
ዘይገሊጽኩም O
ግን O
ምቕንጣጥ O
መሰል O
ወይ O
ነቶም O
ክልተ O
ደቅኹም O
ጥራይ O
ናይ O
ምውራስ O
ባህግኹም O
ግብራዊ O
ኣይከውንን O
እዩ O
። O

ኣብዚ O
ክትግንዘብዎ O
ዘለኩም O
፡ O
ነቲ O
ንስኹም O
ኣብ O
ለበዋኹም O
እተስፍርዎ O
ምኽንያት O
ብቑዕ O
ምዃኑን O
ዘይምዃኑ O
ናይ O
ምምዛን O
ሓላፍነት O
ዘለዎ O
ግን O
ቤት-ፍርዲ O
እዩ O
። O

ኣብ O
መደምደምታ O
፡ O
ብለበዋ O
ናይ O
ኻልኦት O
ናይ O
ሕጊ O
ወረስትኹም O
መሰል O
ቀንጢጥኩም O
ንክልተ O
ደቅኹም O
ጥራይ O
ከተውርሱ O
ሕጊ O
መሰል O
ይህበኩም O
እዩ O
። O

ንምንታይ O
መሰሎም O
ቀንጢጥክምዎም O
ግን O
ብቑዕ O
ምኽንያት O
ኣብ O
ለበዋኹም O
ከተስፍሩ O
ኣለኩም O
። O

ምትካኽን O
ሳዕቤናቱን O
። O

ኣብዛ O
እንነብረላ O
ዓለም O
ምትካኽ O
ሽጋራ O
ዓመታዊ O
ጠንቂ O
ሞት O
ናይ O
ኣስታት O
6 O
ሚልዮን O
ሰባት O
ከም O
ዝኾነ O
እዩ O
ዝግለጽ O
። O

እዚ O
መጠነ-ሞት O
እዚ O
ድማ O
ብሰንኪ O
እቶም O
ምስ O
ምትካኽ O
ዝተሓሓዙ O
ሕማማት O
ከም O
በዓል O
ሕማም O
ሻምብቆታት O
ደም O
ልቢ O
፡ O
መንሽሮ O
ሳንቡእን I-DATE
ሕዱር O
ሕማም O
ሻምብቆታት O
ኣየርን O
ካልኦትን O
እዩ O
። O

ምቁራጽ O
ምትካኽ O
ዋላ O
እውን O
እዞም O
ሕማማት O
ድሕሪ B-DATE
ምኽሳቶም O
ካብ O
ናብ O
ሞት O
ምቅላዕ O
ኣዝዩ O
ከም O
ዝጎድል O
እዩ O
ዝፍለጥ O
። O

ዝበዝሕ B-DATE
እዋን I-DATE
እቶም O
ውልፋት O
ምትካኽ O
ዝኾኑ O
ሰባት O
ቅድሚ B-DATE
18 I-DATE
ዓመት I-DATE
እዮም O
ዝጅምርዎ O
። O

እዚ O
ድማ O
ቅድሚ B-DATE
ዓቕሚ O
ኣዳም O
ዝበጽሕሉ O
ዕድመ B-DATE
ማለት O
እዩ O
። O

ካብ O
ንእስነቶም O
ውሉፋት O
ናይዚ O
ውዒሉ O
ሓዲሩ O
ናብ O
ኣደዳ O
ሕማምን O
ሞትን O
ዘቃልዕ O
ምትካኽ O
ሽጋራ O
ድማ O
ይኾኑ O
። O

ኣብዚ O
ክሊ B-DATE
ዕድመ I-DATE
እዚ O
ዝርከቡ O
ሰባት O
ኣብ O
ኣተሕሳስብኦም O
ኣዝዮም O
ዘይበልሕሉን O
ሓገዝን O
እወታዊ O
ምኽሪ O
ስድራን O
ኣዕሩኽን O
ክረኽብሉ O
ዝግባእን O
እዩ O
። O

ንምትካኽን O
ወልፍን O
ሽጋራ O
ከቃልዑ O
ዝኽእሉ O
ነጥብታት O
ውሉፍ O
ናይ O
ሽጋራ O
ካብ O
ኣባላት O
ስድራ O
፡ O
ወይ O
ናይ O
መዛኑን B-DATE
ቀረባ I-DATE
ኣዕሩኽን O
ምስ O
ዝህሉ O
እዚ O
ሓደ O
ካብቶም O
ንምጅማር O
ምትካኽ O
ሽጋራ O
ዘቃልዑ O
ነጥብታት O
እዩ O
። O

ሓደ O
ኣባል O
ስድራ O
ውሉፍ O
ሽጋራ O
ምስ O
ዝኸውን O
፡ O
ብፍላይ O
ንምስልዓ O
ከመይ O
ዓይነት O
ሕማቕ O
ኣብነት O
ከም O
ዝኸውን O
ዘማትእ O
ኣይመስልን O
። O

እዚ O
ሕማቕ O
ስእሊ O
ጥራይ O
ዘይኮነ O
፡ O
ነቶም O
ዘይስሕቡ O
ኣባላት O
ስድራ O
እውን O
እንተ O
ኾነ O
ብዘይድሌቶም O
ብጨና O
ከም O
ዝብከሉን O
ከም O
ዝስሕቡን O
ይገብር O
። O

እዚ O
ብፍላይ O
ነቶም O
ጽቡቕ O
ጌሮም O
ዘይበሰሉ O
ትሕቲ O
ዕድመ B-DATE
ምልክት O
ጉብዝናን O
ብጽንሕናን O
ስለ O
ዝመስሎም O
ከይተፈለጦም O
ናብ O
ጎዳኢ O
መገዲ O
ይመርሖም O
። O

ኣብ O
መራኸቢ O
ብዙሓን O
ዝርአ O
ጎስጓስ O
ምትካኽ O
ሽጋራ O
ዋላ O
እኳ O
ኣብ O
ሃገርና O
መዋዕውዒ O
ሽጋራ O
ልሙድ O
ተርእዮ O
እንተ O
ዘይኮነ O
ብዘሎ O
ተክኖሎጂ O
ግን O
ብኻልእ O
መራኸቢታት O
ግኑን O
ብምዃኑ O
እዚ O
እውን O
ኣብ O
ልዕሊ O
መንእሰያት B-ORG
ኤርትራ I-ORG
ዓቢ O
ጽልዋ O
ኣለዎ O
። O

ካልኦት O
ናብ O
ምትካኽ O
ሽጋራ O
ዝዕድሙኻ O
ወልፍታት O
ከም O
ኣልኮላዊ O
መስተን O
ትምባኾን O
እውን O
ይጥቀሱ O
። O

ገለ O
ሰባት O
እውን O
ብዝኾነ O
ምኽንያት O
ምስ O
ዝጭነቑ O
ወይ O
ሓሳብ O
ምስ O
ዝብርትዖም O
ብግጉይ O
ኣመለኻኽታ O
ምትካኽ O
ከም O
ግዝያዊ O
መፍትሕ O
ይሓስብዎ O
እሞ O
ይፍትንዎ O
ብኡ O
ኣቢሎም O
ከኣ O
ግዙኣት O
ናቱ O
ክኾኑ O
ይግደዱ O
። O

እዚ O
ሓሳባት O
ወይ O
ጭንቀት O
ኣብ O
ማሕበራዊ O
ሂወት O
ዘጋጥሙ O
ከም O
ምፍላይ O
ካብ O
ስድራቤት O
፡ O
ፍትሕ O
፡ O
ዓመጽ O
ወይ O
እውን O
ሕማቕ O
ውጽኢት O
ኣብ O
ትምህርቲ O
ዝምዕብል O
ክኸውን O
ይኽእል O
። O

ትሕቲ O
ዕድመ B-DATE
ናብ O
ስራሕ O
ዓለም O
ምጽማድ O
እዚ O
ብፍላይ O
ኣብተን O
ድኻታትን O
ኣብ O
ምምዕባል O
ዝርከባን O
ሃገራት O
ኣዝዩ O
ገኒኑ O
ዝርአ O
ዘሎ O
ጸገም O
እዩ O
። O

እዚ O
መብዛሕትኡ B-DATE
እዋን I-DATE
ንግዜያዊ O
ፍታሕ O
ተባሂሉ O
ይግበር O
እሞ O
፡ O
እዞም O
ህጻናት O
ባዕሎም O
ዘማሕድሩዎ O
ዘይረብሕ O
ገንዘብ O
ይረኽቡ O
እሞ O
ንሽጋራ O
ምግዛእን O
ምትካኽን O
ይቃልዑ O
። O

ግቡእ O
ምክትታል O
፡ O
ምኽሪ O
ወለድን O
ስድራቤትን O
ዘይምህላው O
። O

ሳዕቤናት O
ምትካኽ O
ሽጋራ O
ብዙሓት O
እዮም O
። O

ብዘይካ O
እቶም O
ኣብ O
ላዕሊ O
ዝተጠቕሱ O
ክሳብ B-DATE
ሞት I-DATE
ዘብጽሑ O
ሕማማት O
ካልኦት O
ወልፊ O
ሽጋራ O
ከኸትሎም O
ዝኽእሉ O
፡ O
ሕዱር O
ሰዓል O
፡ O
ሕማቕ O
ናይ O
ሽጋራ O
ጨና O
፡ O
ምቕያር O
ሕብሪ O
ኣስናን O
( O
ምጽላም O
) O
ዝተፈላለዩ O
ዓይነት O
መንሽሮ O
ከም O
መንሽሮ O
ናይ O
ጎሮሮ O
፡ O
ክሳድ O
፡ O
ከስዐን O
መዓናጡን O
ከቃልዕ O
ይኽእል O
። O

ካልእ O
እውን O
እንተ O
ኾነ O
፡ O
ምምስሳል O
ናይ O
ከስዐ O
ወይ O
መዓናጡ O
፡ O
ምፍኳስ O
ናይ O
ዓጽሚ O
፡ O
ምንጻል O
ጥንሲ O
፡ O
ምውላድ O
ትሑት O
ሚዛን O
ዕሸል O
፡ O
ምግዳድ O
ምልክታት O
ሕማም O
ኣዝማ O
የቃልዕ O
። O

ኣብ O
ርእሲ O
እዚ O
ድማ O
ከቢድ O
ቁጠባዊ O
ሃስያ O
የውርድ O
። O

ስለዚ O
ምትካኽ O
ሽጋራ O
ናብ O
ከምዚ O
ዝኣመሰለ O
ሳዕቤናት O
ዘቃልዕ O
ሓደገኛ O
ልምዲ O
ካብ O
ኮነ O
፡ O
ሰባት O
ካብ O
ምጅማር O
ምትካኽ O
ክቑጠቡ O
ይግብኦም O
። O

እቲ O
ውሉፍ O
ሽጋራ O
ኮይኑ O
ዘሎ O
ከኣ O
ካብ O
ወልፊ O
ክናገፍ O
ክጽዕር O
ኣለዎ O
። O

ካብ O
ግጥማት O
ኵዕሶ O
መርበብ O
። O

እዚ O
ተሰሪዑ O
ዘሎ O
ጸወታታት O
አዝዩ O
ሓያልን O
ምትህልላኽ O
ዝመልኦን O
ክኸውን O
ትጽቢት O
ይግበረሉ O
። O

አቐዲመን O
ጋንታታት O
ዓምበርበብን O
ሓሬናን B-PER
ማይተመናይን O
ናብ O
ብሉጻት O
ኣርባዕተ O
ጋንታታት O
ምሕላፈን O
ከረጋግጻ O
እንከለዋ O
። O

ፍቕሪ O
ዝረኣየ O
ዓይኑ O
ይብራህ O
። O

ፍቕሪ O
ዝረኣየ O
ዓይኑ O
ይብራህ! O

ሓንቲ O
ካብኣቶም O
ቅርብ O
ኢላ O
ፍቕሪ O
ዶ O
ኣብ O
መንገድኻ O
ተጓኒፉካ O
፧ O

ሓተተትኒ O
። O

እንታይ O
ክትብል O
ደልያ O
ኣይተረድኣንን O
። O

እዚ O
ዘይጭበጥ O
ፍቕሪ O
ከም O
ሰብ O
ዝተፈላለየ O
ዝሕብሩ O
ኣልባሳት O
ተኸዲኑ O
ኣብ O
ጐደናታት O
ከም O
ሰቡ O
ሸናዕ O
ይብል O
ከይህሉ O
ልበይ O
ኣመና O
ተሻቐለት O
ሓቃ O
እያ O
ልበይ O
። O

እቲ O
ንሳ O
እትምክሓሉ O
፡ O
ትሓመሉ O
ቀመም O
ህይወት O
ኣብ O
ፈቐዶ O
ተዘርዩ O
መፍቶ O
በላዕተኛታት O
ክኸውን O
ከመይ O
ኢሉ O
ክወሓጠላ O
። O

ዘገርም O
እዩ! O

ፍቕሪ O
ጉድ O
ረኺቡ O
። O

ንፍቕሪ O
ኣብ O
ጐደና O
ዝደልይዎ O
ሰባት O
እንተ O
ሃልዮም O
፡ O
ፍቕሪ O
ዝስከምዎ O
ሰባት O
ኣብ O
ምንታይ O
ከናድዮም O
እዩ O
ምናልባት O
ገለ O
ሰባት O
ፍቕሪ O
ኣብ O
ፌርማታ O
ጐፍ O
ክብሎም O
ይጽበዩ O
። O

ገለ O
ሰባት O
ድማ O
ኣብ O
ካፈታት O
ውዑይ O
ዝስተ O
ኣዚዙ O
ንበይኑ O
ክጸንሖም O
ይምነዩ O
። O

ገለ O
ሰባት O
ከኣ O
ኣብ O
“ O
ባሊገ O
መንበር O
“ O
ባራት O
ተዀይጡ O
ክጸንሖም O
ይሓልሙ O
። O

ዘገርም O
እዩ O
። O

ክሳብ B-DATE
ፍቕሪ O
ኣብዚ O
እዩ O
ቦታይ O
ኢሉ O
ንጹር O
ኣድራሻኡ O
ዘይሓበረ O
ዝኾነ O
ሰብ O
ኣብ O
ዘዝመስሎ O
እንተ O
ኣናደዮ O
እንታይ O
ጸገም O
ኣለዎ O
፧ O

“ O
ዝበለኒ O
ፍቕሪ O
ከናዲ O
ዘይኣተዎ O
ቦታ O
ዘይብሉ O
መሳርሕተይ O
ኣይርስዖን O
እየ O
። O

ግን O
እዚ O
ኩሉ O
ንፍቕሪ O
ናይ O
ብሓቂ O
ድዩ O
ፍቕሪ O
ከም O
ስሙ O
ፍቕሪ O
ዶ O
ኣይኮነን O
። O

እንታይ O
ድኣ O
ኩሉ O
ብእኡ O
ዘጉረምርም O
። O

“ O
ሓቀኛ O
